kinases,PhosphoELM,acc
MAPK10,PhosphoELM,"('O54918', 'P61978', 'P54259', 'O43521-2')"
MAPK11,PhosphoELM,"('P41235', 'O60381', 'Q8IW41')"
MAPK12,PhosphoELM,"('Q13424', 'P53778')"
MAPK13,PhosphoELM,"('P16949', 'O00418', 'Q62101')"
MAPK14,PhosphoELM,"('P03372', 'P05787', 'P14598', 'P15336', 'P17275', 'P49137', 'Q06413', 'Q07666', 'Q14790', 'Q15750', 'O75676', 'P19419', 'P19634', 'Q02078', 'Q9NQU5', 'Q9UBK2', 'O75582', 'P42574', 'Q8IW41', 'ENSP00000267569', 'Q14934', 'P42228')"
MAPK3,PhosphoELM,"('P00533', 'P02686', 'P03372', 'P05787', 'P06239', 'P06401', 'P08047', 'P11388', 'P14598', 'P17676', 'P19793', 'P24928', 'P35568', 'P42229', 'P49841', 'P51812', 'P55211', 'Q12772', 'Q13322', 'Q15796', 'Q9BUB5', 'Q9UQC2', 'P56270', 'P23396', 'P27708', 'O43521', 'P01100', 'P10242', 'P08050', 'P17480', 'P17542', 'P19419', 'P28562', 'P36956', 'P42702', 'P78536', 'Q01892', 'Q05682', 'P61978', 'Q13485', 'Q14247', 'Q9NQ66', 'Q9UJY1', 'O75582', 'P49715', 'Q14005', 'O14994', 'P17655', 'Q07820', 'P10828', 'Q16828', 'Q14934', 'P41212', 'Q9NYV6', 'P28033', 'P41969', 'P47713', 'Q00175', 'P15037', 'P49138', 'Q15788', 'Q15648', 'ENSP00000352232', 'P08955', 'Q98T92')"
MAPK4,PhosphoELM,"('P31152',)"
MAPK6,PhosphoELM,"('Q16659', 'P46695')"
MAPK7,PhosphoELM,"('P14921', 'Q06413', 'Q13163', 'O00141', 'P08050', 'Q02078', 'Q63943')"
MAPK8,PhosphoELM,"('O54918', 'P05412', 'P05787', 'P10415', 'P15336', 'P63104', 'P31946', 'P31947', 'Q07817', 'Q61337', 'P98177', 'P84245', 'P37231', 'Q06481', 'P61978', 'Q9UQF2', 'P54259', 'O43521-2', 'P10417', 'P41971', 'ENSMUSP00000043430', 'Q8C863')"
MAPK9,PhosphoELM,"('O54918', 'P05412', 'P98177', 'Q12968', 'P84245', 'Q9UQF2', 'O43521-2', 'Q8IW41', 'ENSP00000267569', 'Q9NYV6', 'P15037')"
MAPKAPK2,PhosphoELM,"('P04792', 'P07101', 'P08670', 'P11831', 'P16220', 'P22893', 'P30305', 'P49137', 'P49815', 'O00418', 'O95816', 'P09917', 'P33241', 'Q00613', 'P35639', 'ENSMUSP00000007980')"
MAPKAPK5,PhosphoELM,"('P04637',)"
MAPK_group,PhosphoELM,"('P02687', 'P03372', 'P04150', 'P04637', 'P10415', 'P14921', 'P15304', 'P68431', 'P16949', 'P17599', 'P17676', 'P19793', 'P22893', 'P38936', 'P47712', 'P49137', 'P49139', 'Q06413', 'Q07869', 'Q13424', 'Q15418', 'Q93045', 'P25098', 'Q16659', 'P01100', 'P10242', 'P14635', 'P15923', 'P42702', 'P53805', 'Q00613', 'Q15744', 'Q15746', 'ENSP00000328213')"
MARK_group,PhosphoELM,"('P27816', 'O88809', 'Q8WUI4', 'ENSMUSP00000029545')"
MHCK,PhosphoELM,"('P08799', 'P10569', 'P19706')"
MLCK_group,PhosphoELM,"('P02609', 'P02612', 'P25323')"
MOS,PhosphoELM,"('P00536',)"
MRCKa,PhosphoELM,"('P53667', 'P53671')"
MST1,PhosphoELM,"('Q13043', 'Q9JI11', 'P33778')"
MST3,PhosphoELM,"('Q9Y2H1',)"
Mer,PhosphoELM,"('Q12866',)"
Met,PhosphoELM,"('P08581', 'P16056', 'Q13480', 'Q9QYY0')"
Mlck_drome,PhosphoELM,"('P18432',)"
Mnk1,PhosphoELM,"('P06730', 'P47713', 'P63073')"
Mnk2,PhosphoELM,"('P06730',)"
NDR1,PhosphoELM,"('Q15208',)"
NDR2,PhosphoELM,"('Q9Y2H1',)"
NEK2,PhosphoELM,"('P36873', 'O14777')"
NEK6,PhosphoELM,"('O00141', 'Q8BSK8')"
NEK9,PhosphoELM,"('Q8TDX7', 'Q9HC98', 'Q8TD19')"
NLK,PhosphoELM,"('Q9UJU2',)"
NuaK1,PhosphoELM,"('P55212',)"
PAK1,PhosphoELM,"('P03372', 'P04049', 'P16949', 'P21333', 'Q02750', 'Q62925', 'Q92934', 'P19086', 'P53667', 'P58012', 'O95863', 'P15056', 'Q10728', 'Q91VC7', 'Q92974', 'P42230', 'P18669', 'P36871', 'P52565', 'P63168', 'ENSP00000248996', 'ENSP00000357298')"
PAK2,PhosphoELM,"('O08605', 'P24844', 'Q29502', 'P35240', 'P01237', 'P01236', 'P01108')"
PAK3,PhosphoELM,"('P04049', 'Q60598', 'P12957', 'O75914-2', 'P19429', 'Q64331')"
PAK5,PhosphoELM,"('Q9P286',)"
PAK_group,PhosphoELM,"('P04049', 'P08670', 'P17600', 'P35240')"
PASK,PhosphoELM,"('Q96RG2',)"
PCTAIRE1,PhosphoELM,"('P46460',)"
PDGFR_alpha,PhosphoELM,"('P16234',)"
PDGFR_beta,PhosphoELM,"('P06241', 'P09619', 'P26450', 'Q06124', 'P05622')"
PDGFR_group,PhosphoELM,"('P09619', 'P20936', 'ENSP00000352232')"
PDHK1,PhosphoELM,"('P08559',)"
PDHK2,PhosphoELM,"('P08559',)"
PDHK3,PhosphoELM,"('P08559',)"
PDHK4,PhosphoELM,"('P08559',)"
PDK-1,PhosphoELM,"('O15530', 'P23443', 'P31749', 'P31751', 'Q02750', 'Q13153', 'Q15418', 'Q16512', 'Q99683', 'P05106', 'O08874', 'Q05655', 'Q9Y243', 'Q05513', 'O00141', 'P18654', 'Q02156', 'Q16513', 'Q96BR1', 'P36507', 'P05132', 'Q9HBY8', 'P31750', 'Q9D2E1', 'P09215')"
PDK-2,PhosphoELM,"('O00141',)"
PDKC,PhosphoELM,"('P31946', 'Q04917')"
PHK_group,PhosphoELM,"('P02641', 'P02643', 'P02646', 'P11217', 'P18688', 'P11216', 'Q16816', 'P46020', 'P10636-8')"
PIK3CA,PhosphoELM,"('P27986', 'P09493')"
PIK3CB,PhosphoELM,"('P42338',)"
PIK3CD,PhosphoELM,"('O00329',)"
PIK3CG,PhosphoELM,"('P48736',)"
PIM-1,PhosphoELM,"('P30304', 'P38936')"
PKA_alpha,PhosphoELM,"('P20152', 'Q9UD71', 'Q13085', 'Q9WV60', 'Q62261', 'O88809', 'P05132', 'P61014', 'P11881', 'Q6R891', 'Q8CFN5', 'Q04207', 'Q9WTK7', 'P00536', 'P09066', 'P11416', 'P26955', 'P27671', 'P30051', 'Q99N57', 'Q9Z0V2', 'P48787', 'ENSMUSP00000074684')"
PKA_group,PhosphoELM,"('P00176', 'P00511', 'P00515', 'P00517', 'P00523', 'P00698', 'P01099', 'P01233', 'P02253', 'P0C0S9', 'P62807', 'P02316', 'P69009', 'P69011', 'P69013', 'P02542', 'P02643', 'P02646', 'P02666', 'P02671', 'P02687', 'P02719', 'P03372', 'P04049', 'P04083', 'P04167', 'P04176', 'P04177', 'P04625', 'P04775', 'P06593', 'P06624', 'P07101', 'P07248', 'P07278', 'P07293', 'P61013', 'P07516', 'P07550', 'P07953', 'P08033', 'P08138', 'P08183', 'P08928', 'P09201', 'P61224', 'P09810', 'P09951', 'P10636', 'P11473', 'P11497', 'P11716', 'P12798', 'P12928', 'P12931', 'P13224', 'P13280', 'P13569', 'P13861', 'P14598', 'P14602', 'P14859', 'P15304', 'P15336', 'P15381', 'P16236', 'P16386', 'P16452', 'P16638', 'P16949', 'P17599', 'P17676', 'P17858', 'P18505', 'P18688', 'P19112', 'P19174', 'P19544', 'P19632', 'P19838', 'P20020', 'P20152', 'P20942', 'P24385', 'P25054', 'P25107', 'P26285', 'P27105', 'P63104', 'P29474', 'P29476', 'P29994', 'P31322', 'P39880', 'P41035', 'P49768', 'P49841', 'P50552', 'P54227', 'Q05209', 'Q13002', 'Q13526', 'Q16613', 'Q28115', 'Q92934', 'P25098', 'P22829', 'Q00536', 'P31323', 'P04004', 'P32927', 'P02718', 'P27708', 'P15924', 'O00141', 'O14965', 'P43884', 'O76074', 'Q9Z266', 'O95477', 'O95644', 'O96004', 'P05114', 'P61586', 'P08034', 'P09917', 'P62834', 'P11168', 'P13612', 'P13796', 'P14410', 'P16066', 'P17542', 'P17752', 'P26038', 'P26678', 'P30301', 'P30443', 'Q07954', 'P32245', 'P33076', 'P35236', 'P35408', 'P35611', 'P35612', 'P41181', 'P42261', 'P47736', 'P48058', 'P49840', 'P52888', 'P53396', 'P78348', 'Q01970', 'Q05469', 'Q06210', 'Q07343', 'Q08289', 'Q08495', 'Q12798', 'Q12809', 'Q12972', 'Q13370', 'Q14103', 'Q14344', 'Q14847', 'Q14978', 'Q15746', 'Q16821', 'Q9Y6R1', 'Q92736', 'Q92777', 'Q93034', 'Q96SB3', 'P09651', 'P15056', 'P17812', 'O88445', 'Q8N5S9', 'Q96A00', 'Q96PU5', 'P60983', 'P35240', 'O00168', 'Q14155-1', 'P19429', 'P00439', 'Q15835', 'P41208', 'P17655', 'O94808', 'P35367', 'Q9BY41', 'Q12802', 'Q9UH99', 'P26599', 'P09038', 'Q9Y6E0', 'Q9NXH3', 'ENSP00000248419', 'Q8WTQ7', 'P48436', 'P52179', 'Q14494', 'P41161', 'Q9PU13', 'P48787', 'O43665', 'O43566', 'O70468', 'ENSMUSP00000050824', 'Q14896', 'O00429', 'O35303', 'Q06486')"
PKA_group_drome,PhosphoELM,"('P08928', 'Q94527', 'P19538', 'P02835', 'Q9VCI3', 'P18459', 'Q03720')"
PKB_beta,PhosphoELM,"('P03372', 'P15311', 'Q99683', 'P98170')"
PKB_group,PhosphoELM,"('O14746', 'O15111', 'O15360', 'O43524', 'P04049', 'P07550', 'P10275', 'P14598', 'P63104', 'P29474', 'P35569', 'P38398', 'P38936', 'P42345', 'P42858', 'P46527', 'P49815', 'P54253', 'P55211', 'Q00987', 'Q09472', 'Q15121', 'Q61337', 'Q92934', 'Q99683', 'Q9UQC2', 'O14757', 'Q09666', 'Q12778', 'P98177', 'Q80XI6', 'P22736', 'P31323', 'Q04912', 'P18031', 'P51617', 'P41279', 'O60825', 'P63000', 'P21453', 'P45985', 'P49840', 'Q61409', 'P15056', 'P46937', 'Q9Y2I7', 'Q60760', 'Q9H4A3', 'Q96B36', 'O60343', 'Q16584', 'P98170', 'Q15027', 'Q07352', 'Q53EL6', 'O60285', 'P15976', 'Q07813', 'Q9R1E0', 'Q9WVH3')"
PKC_alpha,PhosphoELM,"('P00533', 'P02786', 'P04083', 'P06213', 'P07355', 'P08567', 'P48678', 'P11831', 'P13569', 'P14598', 'P18206', 'P19174', 'P20152', 'P29966', 'P30411', 'P35579', 'P38936', 'P49768', 'P49802', 'P78314', 'Q05209', 'Q09472', 'P25098', 'P06127', 'P10721', 'P18031', 'P17252', 'P05107', 'O14939', 'O00161', 'O14745', 'P16070', 'P19086', 'P21730', 'P29350', 'P35611', 'P35612', 'P35869', 'P41180', 'P42261', 'P51674', 'Q15080', 'Q15139', 'Q99418', 'Q9H1D0', 'Q7KZI7', 'Q96A00', 'P60983', 'P29473', 'Q9UBS0', 'P18052', 'Q13976', 'P21399', 'Q13224', 'P16150', 'Q16760', 'P35367', 'Q13769', 'Q00169', 'P30086', 'P43119', 'P09038', 'P16144', 'P56537', 'Q13507', 'Q9NXH3', 'P09758', 'ENSP00000248419', 'Q15762', 'Q01954', 'P00749', 'Q03721', 'P45481', 'Q9WTK7', 'Q99N57', 'P15409', 'P30561', 'P48787', 'P53810', 'P53811', 'Q60795', 'Q61743', 'Q9DAS9', 'P63073', 'P19103')"
PKC_beta,PhosphoELM,"('P11388', 'P15336', 'P20700', 'P05107', 'Q9UBS0', 'P35637', 'Q03721', 'Q9WTU6', 'P20444')"
PKC_delta,PhosphoELM,"('P05787', 'P08581', 'P15941', 'P31946', 'P35568', 'P40189', 'P40763', 'Q09472', 'P05107', 'P48050', 'P53671', 'P61978', 'Q15139', 'P28867', 'Q9UBS0', 'P30086')"
PKC_epsilon,PhosphoELM,"('P08581', 'P17302', 'P18507', 'P46940', 'P05783', 'P48751', 'Q02156', 'Q96A00', 'Q9UBS0', 'P19429', 'O70468')"
PKC_eta,PhosphoELM,"('P05107', 'Q15139')"
PKC_gamma,PhosphoELM,"('Q9UBS0', 'Q03721')"
PKC_group,PhosphoELM,"('P00340', 'P00523', 'P00533', 'P01589', 'P02253', 'P0C0S9', 'P02322', 'P69009', 'P69011', 'P69013', 'P02542', 'P02545', 'P02612', 'P02671', 'P02687', 'P02699', 'P02786', 'P04049', 'P04083', 'P04177', 'P04272', 'P68104', 'P04775', 'P06213', 'P06748', 'P06766', 'P06836', 'P07355', 'P07727', 'P07936', 'P08033', 'P08057', 'P08132', 'P08183', 'P08567', 'P08581', 'P09693', 'P10522', 'P11388', 'P11497', 'P48678', 'P12624', 'P13504', 'P13569', 'P13789', 'P14105', 'P14602', 'P15127', 'P15172', 'P15336', 'P15340', 'P15383', 'P15823', 'P16527', 'P17785', 'P18505', 'P18507', 'P19490', 'P19491', 'P19836', 'P20152', 'P20700', 'P22300', 'P26285', 'P26932', 'P27824', 'P28667', 'P29966', 'P30009', 'P30411', 'P35569', 'P35579', 'P35722', 'P41035', 'P47870', 'P48452', 'Q05209', 'Q05586', 'Q15121', 'Q28115', 'Q62048', 'Q63270', 'Q92793', 'Q01097', 'P06685', 'P18031', 'P02718', 'P17844', 'P05107', 'O96004', 'P05114', 'P05783', 'P07307', 'P08034', 'P08575', 'P08913', 'P09543', 'P13726', 'P14136', 'P16070', 'P08050', 'P19021', 'P19086', 'P23677', 'P30443', 'P30679', 'P35408', 'Q63028', 'P35612', 'P41143', 'P41180', 'P42261', 'P48058', 'P49795', 'P49840', 'P51811', 'P98082', 'Q01844', 'Q01995', 'Q06481', 'Q13255', 'P70496', 'Q13887', 'Q14469', 'Q15080', 'Q15139', 'Q15438', 'Q15906', 'Q16236', 'Q16625', 'Q16658', 'Q16820', 'Q92686', 'Q99418', 'Q9NQ66', 'Q9UEY8', 'Q9UJY1', 'O08599', 'P22002', 'Q9EPK8', 'P48787', 'Q62101', 'P34741', 'Q91V14', 'P29972')"
PKC_group_drome,PhosphoELM,"('Q99323',)"
PKC_iota,PhosphoELM,"('Q9UBS0',)"
PKC_theta,PhosphoELM,"('O43516', 'P35568', 'P32942', 'Q04759', 'Q9UEW8', 'Q8IV61')"
PKC_zeta,PhosphoELM,"('P31946', 'P35568', 'P55040', 'P55211', 'Q04206', 'Q05513', 'P35611', 'Q96A00', 'Q9UBS0', 'Q04207', 'O43315')"
PKD1,PhosphoELM,"('P04792', 'Q13671', 'Q15139', 'Q96A00', 'Q8WUI4', 'Q62101')"
PKD2,PhosphoELM,"('Q9BZL6',)"
PKG/cGK_group,PhosphoELM,"('P00514', 'P00516', 'P02316', 'P05204', 'P11716', 'P13569', 'P19491', 'P29994', 'P50552', 'O76074')"
PKG1/cGK-I,PhosphoELM,"('P61224', 'O76074', 'P41220', 'P52943', 'Q14847', 'Q15637', 'Q9Y613', 'P35367', 'P50571', 'P70460', 'Q61792', 'Q9Y6F6')"
PKG2/cGK-II,PhosphoELM,"('Q01970', 'Q14847', 'Q61410')"
PKN1,PhosphoELM,"('P26645',)"
PLK1,PhosphoELM,"('O96017', 'P06748', 'P30307', 'P35568', 'P51587', 'Q13526', 'Q9Y266', 'Q99640', 'P14635', 'P30291', 'Q9UJX2', 'Q9H1A4', 'Q9UJX5', 'Q9UJX3', 'P30260', 'P13693', 'Q9Y2I6', 'P38532', 'ENSMUSP00000034815', 'O60566')"
PLK3,PhosphoELM,"('P30307',)"
PRP4,PhosphoELM,"('P19419',)"
PYK2,PhosphoELM,"('Q14289', 'Q9QVP9', 'Q9QWY8')"
Pak_drome,PhosphoELM,"('P40423',)"
Pka-C1_drome,PhosphoELM,"('Q8IPH9',)"
RAF1,PhosphoELM,"('P29678', 'Q02750')"
RET,PhosphoELM,"('O15530', 'P07949')"
ROCK1,PhosphoELM,"('P08670', 'P15311', 'Q05397', 'P19105', 'O14974', 'P60484', 'P14136', 'P35611', 'P26645', 'Q10728', 'P48436', 'ENSGALP00000016789')"
ROCK2,PhosphoELM,"('P35569', 'Q16555', 'P26040', 'P26041', 'ENSGALP00000016789')"
ROCK_group,PhosphoELM,"('P08670', 'P14136', 'P17661', 'P26038', 'P35241', 'P35611', 'P53667', 'P53671', 'Q16555', 'P26645', 'P31001', 'P02548')"
RON,PhosphoELM,"('Q04912',)"
RSK-1,PhosphoELM,"('P17676', 'P35568', 'Q92934', 'P50549', 'Q92731', 'Q15653', 'Q16821')"
RSK-2,PhosphoELM,"('P16220', 'P46527', 'Q06413', 'Q92934', 'P01100', 'P53355', 'P18848', 'Q14934', 'Q9NYV6', 'Q06507')"
RSK-3,PhosphoELM,"('P16220',)"
RSK-5,PhosphoELM,"('Q04206', 'O75582', 'P0C0S8', 'Q04207')"
RSK_group,PhosphoELM,"('P03372', 'P62753', 'P11831', 'P16220', 'P21333', 'P23913', 'P29476', 'P46527', 'P49815', 'P49841', 'Q15418', 'Q15831', 'Q61337', 'Q92934', 'O00418', 'P01100', 'P19634', 'P53355', 'Q8N122', 'P60983', 'Q14934', 'P28033', 'Q9WTK7', 'P48787', 'Q01147')"
SGK_group,PhosphoELM,"('O43524', 'P16220', 'P42858', 'P49841', 'Q99759', 'Q12778', 'Q92597', 'Q9Y2V2', 'P15056', 'P48048', 'Q96PU5', 'Q9UN36', 'O88335', 'ENSRNOP00000013522', 'P46933')"
SIK,PhosphoELM,"('P35568',)"
SRC,PhosphoELM,"('O14746', 'O15162', 'O15530', 'P00523', 'P00528', 'P00533', 'P01350', 'P03079', 'P03372', 'P04049', 'P04083', 'P04272', 'P06733', 'P07355', 'P08069', 'P10398', 'P12906', 'P12931', 'P15311', 'P15941', 'P17785', 'P19620', 'P25963', 'P27986', 'P30411', 'P35222', 'P42224', 'P42229', 'P46527', 'P49023', 'P49407', 'P49817', 'P51692', 'P56945', 'P97318', 'P98083', 'Q00960', 'Q01406', 'Q03135', 'Q05397', 'Q13322', 'Q13444', 'Q13813', 'Q13905', 'Q14118', 'Q61824', 'Q92558', 'P05106', 'P10721', 'Q9WVC3', 'Q60598', 'Q64355', 'Q9NRY4', 'O15492', 'Q00610', 'P60953', 'O15357', 'O95297', 'P06396', 'P10301', 'P16885', 'P08050', 'P20138', 'P63244', 'P29350', 'P30443', 'Q07954', 'P41743', 'P51636', 'P51813', 'P61978', 'Q13177', 'Q14247', 'Q15139', 'P29473', 'Q61140', 'P28867', 'O43597', 'Q99961', 'P15387', 'P36544', 'P19022', 'P22001', 'Q60751', 'P31750', 'P26955', 'O70161', 'P15116', 'P32507', 'Q9Z1Y4', 'P09215', 'ENSGALP00000036444', 'Q792H5-3')"
SRC64B_drome,PhosphoELM,"('P08630',)"
SRC_group,PhosphoELM,"('Q13444', 'O73612', 'P10721', 'P37840', 'Q9Z1S8', 'P23634')"
STLK3,PhosphoELM,"('Q9Z1W9', 'P55012')"
SYK,PhosphoELM,"('P68369', 'P19174', 'P22681', 'P29353', 'P43405', 'P48025', 'Q13094', 'Q14289', 'P05106', 'P37840', 'P02730', 'Q92918', 'P14317', 'P17252', 'O43914', 'Q8WV28', 'P12318', 'P51452', 'P31995', 'P20444', 'ENSMUSP00000098874')"
TBK1,PhosphoELM,"('Q04206', 'Q14653')"
TEC,PhosphoELM,"('P51813', 'P42680')"
TESK1,PhosphoELM,"('P23528',)"
TESK2,PhosphoELM,"('P23528',)"
TGFbR1,PhosphoELM,"('Q15796',)"
TGFbR2,PhosphoELM,"('P37173',)"
TIE1,PhosphoELM,"('Q06806',)"
TIE2,PhosphoELM,"('Q02763', 'Q02858')"
TLK1,PhosphoELM,"('Q99638',)"
TNK2,PhosphoELM,"('Q07912',)"
TRKA,PhosphoELM,"('P04629',)"
TRKB,PhosphoELM,"('P15209', 'Q91WJ0', 'Q60610')"
TSSK3,PhosphoELM,"('Q9D2E1',)"
TTK,PhosphoELM,"('O96017', 'P00519', 'P04637', 'Q53HL2', 'P38646', 'P33981-1')"
TXK,PhosphoELM,"('Q13094', 'P16410', 'P42681')"
Titin kinase,PhosphoELM,"('O15273', 'O70548')"
Tor_drome,PhosphoELM,"('P18475', 'CG10539-PA')"
Tropomyosin kinase,PhosphoELM,"('P58771', 'P58776')"
Tyk2,PhosphoELM,"('P17181', 'P29597', 'P63244', 'Q13651', 'O09030')"
VRK1,PhosphoELM,"('P04637', 'P05412', 'P15336', 'P68431')"
WEE1,PhosphoELM,"('P06493',)"
WNK1,PhosphoELM,"('O95747', 'Q9UEW8', 'P46097')"
Yes,PhosphoELM,"('P22681', 'P07947', 'Q04736', 'Q91GT2')"
ZAP70,PhosphoELM,"('P29353', 'Q13094', 'Q16539', 'Q9UQC2', 'O54957', 'P43403', 'P51452', 'Q9UJU6', 'Q9UQQ2')"
fu_drome,PhosphoELM,"('CG1708-PA',)"
hop_drome,PhosphoELM,"('Q24151',)"
lit-1_Caeel,PhosphoELM,"('Q10666',)"
mTOR,PhosphoELM,"('P23443', 'P42345', 'Q13541', 'Q9UBS0', 'P31750')"
mapk_group_drome,PhosphoELM,"('P22813', 'Q01842')"
mbk-2_Caeel,PhosphoELM,"('C09G9.6.1',)"
p38_group,PhosphoELM,"('P35638', 'Q9UBK2')"
p70S6K,PhosphoELM,"('P62753', 'P23443', 'P42345', 'P23588', 'Q9BY77')"
p70S6K_group,PhosphoELM,"('P62753', 'P48678', 'O00418')"
p70S6Kb,PhosphoELM,"('P04792', 'P05783')"
sgg_drome,PhosphoELM,"('P19538',)"
unc-43_Caeel,PhosphoELM,"('Q95V25',)"
wts_drome,PhosphoELM,"('CG4005-PB',)"
